pk,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
16924,1,Internet,RoundTrip,12,28,6,Wed,KNOTPE,Taiwan,1,0,0,4.67,Success
16925,3,Internet,RoundTrip,131,28,10,Thu,KNOTPE,Indonesia,1,0,0,4.67,Success
16926,2,Internet,RoundTrip,135,26,10,Mon,KNOTPE,Indonesia,0,0,0,4.67,Fail
16927,1,Internet,RoundTrip,23,30,3,Sat,KNOTPE,Indonesia,1,0,0,4.67,Success
16928,1,Mobile,RoundTrip,31,24,2,Mon,KNOTPE,Indonesia,1,0,0,4.67,Fail
16929,1,Internet,RoundTrip,9,177,4,Sat,KNOTPE,Indonesia,1,0,0,4.67,Fail
16930,1,Internet,RoundTrip,94,36,14,Fri,KNOTPE,Taiwan,1,0,0,4.67,Fail
16931,2,Internet,RoundTrip,85,21,0,Mon,KNOTPE,Taiwan,1,0,0,4.67,Fail
16932,2,Internet,RoundTrip,240,46,15,Fri,KNOTPE,Taiwan,1,0,0,4.67,Fail
16933,3,Internet,RoundTrip,128,40,3,Mon,KNOTPE,Taiwan,1,1,1,4.67,Fail
16934,1,Internet,RoundTrip,82,29,13,Wed,KNOTPE,Taiwan,1,0,0,4.67,Fail
16935,1,Internet,RoundTrip,17,21,10,Tue,KNOTPE,Taiwan,1,0,0,4.67,Fail
16936,1,Internet,RoundTrip,111,29,2,Tue,KNOTPE,Indonesia,1,1,1,4.67,Fail
16937,2,Internet,RoundTrip,184,41,14,Tue,KNOTPE,Taiwan,0,0,0,4.67,Fail
16938,1,Internet,RoundTrip,60,20,1,Sat,KNOTPE,Indonesia,1,1,0,4.67,Fail
16939,2,Internet,RoundTrip,94,29,8,Tue,KNOTPE,Indonesia,1,0,0,4.67,Fail
16940,5,Internet,RoundTrip,392,18,5,Wed,KNOTPE,Indonesia,1,0,0,4.67,Fail
16941,1,Internet,RoundTrip,26,17,6,Fri,KNOTPE,Taiwan,1,0,1,4.67,Fail
16942,1,Internet,RoundTrip,18,56,8,Fri,KNOTPE,Indonesia,1,0,1,4.67,Fail
16943,1,Internet,RoundTrip,55,26,14,Tue,KNOTPE,Indonesia,0,0,0,4.67,Fail
16944,1,Internet,RoundTrip,9,30,2,Fri,KNOTPE,Taiwan,0,0,0,4.67,Fail
16945,1,Internet,RoundTrip,113,31,12,Sun,KNOTPE,Taiwan,1,1,1,4.67,Fail
16946,1,Internet,RoundTrip,20,38,7,Thu,KNOTPE,Taiwan,1,0,0,4.67,Fail
16947,2,Internet,RoundTrip,198,44,5,Wed,KNOTPE,Taiwan,1,0,0,4.67,Fail
16948,1,Mobile,RoundTrip,140,36,15,Mon,KNOTPE,Taiwan,1,0,0,4.67,Fail
16949,1,Internet,RoundTrip,46,37,4,Fri,KNOTPE,Indonesia,1,0,1,4.67,Fail
16950,1,Internet,RoundTrip,24,21,16,Mon,KNOTPE,Taiwan,1,0,1,4.67,Fail
16951,1,Internet,RoundTrip,72,140,12,Wed,KNOTPE,Taiwan,1,1,1,4.67,Fail
16952,1,Internet,RoundTrip,3,30,4,Mon,KNOTPE,Taiwan,1,0,0,4.67,Fail
16953,1,Internet,RoundTrip,23,76,7,Wed,KNOTPE,Indonesia,1,0,0,4.67,Fail
16954,2,Internet,RoundTrip,42,23,14,Mon,KNOTPE,Taiwan,1,0,0,4.67,Fail
16955,4,Internet,RoundTrip,25,17,3,Thu,KNOTPE,Indonesia,1,0,1,4.67,Fail
16956,2,Internet,RoundTrip,100,23,8,Fri,KNOTPE,Indonesia,1,0,0,4.67,Fail
16957,1,Internet,RoundTrip,185,29,13,Sat,KNOTPE,Indonesia,0,0,0,4.67,Fail
16958,2,Internet,RoundTrip,84,57,12,Fri,KNOTPE,Indonesia,1,1,1,4.67,Fail
16959,1,Internet,RoundTrip,5,26,6,Thu,KNOTPE,Taiwan,0,0,0,4.67,Fail
16960,1,Internet,RoundTrip,35,17,8,Fri,KNOTPE,Taiwan,1,0,1,4.67,Fail
16961,1,Internet,RoundTrip,17,17,6,Thu,KNOTPE,Indonesia,1,0,0,4.67,Success
16962,2,Internet,RoundTrip,26,57,10,Thu,KNOTPE,Taiwan,1,0,1,4.67,Fail
16963,1,Internet,RoundTrip,39,28,12,Mon,KNOTPE,Taiwan,0,0,1,4.67,Fail
16964,1,Internet,RoundTrip,271,25,5,Sun,KNOTPE,Indonesia,1,0,1,4.67,Fail
16965,1,Internet,CircleTrip,7,1,11,Sat,KNOTPE,Taiwan,1,0,1,4.67,Fail
16966,6,Internet,RoundTrip,44,17,5,Fri,KNOTPE,Taiwan,1,0,0,4.67,Fail
16967,1,Internet,RoundTrip,180,35,8,Mon,KNOTPE,Indonesia,1,0,0,4.67,Fail
16968,1,Internet,RoundTrip,27,30,8,Thu,KNOTPE,Taiwan,1,0,0,4.67,Fail
16969,1,Internet,RoundTrip,52,26,6,Wed,KNOTPE,Taiwan,1,0,0,4.67,Fail
16970,1,Mobile,RoundTrip,75,29,11,Sun,KNOTPE,Indonesia,1,1,0,4.67,Fail
16971,1,Internet,RoundTrip,26,26,10,Sat,KNOTPE,Indonesia,1,1,1,4.67,Fail
16972,1,Internet,RoundTrip,23,39,16,Wed,KNOTPE,Taiwan,0,0,0,4.67,Fail
16973,2,Internet,RoundTrip,33,27,5,Tue,KNOTPE,Taiwan,1,0,1,4.67,Fail
16974,1,Internet,RoundTrip,101,33,13,Fri,KNOTPE,Taiwan,1,0,0,4.67,Fail
16975,1,Mobile,RoundTrip,123,28,18,Sat,KNOTPE,Indonesia,1,0,0,4.67,Fail
16976,1,Mobile,RoundTrip,6,17,14,Tue,KNOTPE,Indonesia,1,1,0,4.67,Fail
16977,1,Internet,RoundTrip,2,177,11,Thu,KNOTPE,Indonesia,1,0,0,4.67,Fail
16978,1,Internet,RoundTrip,33,32,11,Thu,KNOTPE,Taiwan,1,0,1,4.67,Fail
16979,1,Internet,RoundTrip,15,28,10,Tue,KNOTPE,Taiwan,1,0,0,4.67,Fail
16980,1,Internet,RoundTrip,41,26,6,Tue,KNOTPE,Indonesia,1,0,0,4.67,Fail
16981,1,Internet,RoundTrip,86,55,13,Tue,KNOTPE,Taiwan,1,1,1,4.67,Fail
16982,3,Mobile,RoundTrip,178,18,7,Tue,KNOTPE,Taiwan,1,1,1,4.67,Fail
16983,4,Internet,RoundTrip,81,18,3,Sun,KNOTPE,Taiwan,1,1,1,4.67,Fail
16984,2,Internet,RoundTrip,167,20,7,Thu,KNOTPE,Taiwan,1,0,0,4.67,Fail
16985,1,Internet,RoundTrip,57,17,0,Sun,KNOTPE,Taiwan,0,0,0,4.67,Fail
16986,1,Internet,RoundTrip,2,17,10,Fri,KNOTPE,Taiwan,1,1,1,4.67,Fail
16987,1,Internet,RoundTrip,109,29,14,Fri,KNOTPE,Taiwan,1,0,0,4.67,Fail
16988,2,Internet,RoundTrip,56,20,5,Mon,KNOTPE,Taiwan,1,0,1,4.67,Fail
16989,3,Internet,RoundTrip,59,22,9,Wed,KNOTPE,Taiwan,1,0,0,4.67,Fail
16990,1,Internet,RoundTrip,15,142,11,Wed,KNOTPE,Taiwan,1,0,1,4.67,Fail
16991,1,Internet,RoundTrip,4,28,13,Tue,KNOTPE,Taiwan,1,0,1,4.67,Success
16992,1,Internet,RoundTrip,20,29,13,Sun,KNOTPE,Indonesia,0,0,0,4.67,Fail
16993,2,Internet,RoundTrip,50,65,15,Mon,KNOTPE,Taiwan,1,0,0,4.67,Fail
16994,1,Internet,RoundTrip,117,36,6,Tue,KNOTPE,Taiwan,1,0,0,4.67,Fail
16995,1,Internet,RoundTrip,72,139,4,Fri,KNOTPE,Taiwan,1,0,1,4.67,Fail
16996,1,Internet,RoundTrip,46,29,6,Thu,KNOTPE,Taiwan,1,0,0,4.67,Fail
16997,1,Mobile,RoundTrip,22,17,9,Mon,KNOTPE,Indonesia,1,0,0,4.67,Fail
16998,1,Internet,RoundTrip,42,27,0,Wed,KNOTPE,Indonesia,1,0,0,4.67,Fail
16999,1,Internet,RoundTrip,93,25,18,Sun,KNOTPE,Taiwan,1,1,1,4.67,Fail
17000,1,Internet,RoundTrip,111,29,11,Tue,KNOTPE,Taiwan,1,1,1,4.67,Fail
17001,1,Internet,RoundTrip,173,27,12,Wed,KNOTPE,Indonesia,1,0,1,4.67,Fail
17002,1,Internet,RoundTrip,222,68,17,Sun,KNOTPE,Indonesia,1,0,0,4.67,Fail
17003,1,Internet,RoundTrip,79,17,10,Thu,KNOTPE,Taiwan,1,0,0,4.67,Fail
17004,2,Internet,RoundTrip,38,29,15,Sat,KNOTPE,Indonesia,1,0,1,4.67,Fail
17005,1,Internet,RoundTrip,86,26,12,Sat,KNOTPE,Taiwan,1,0,1,4.67,Fail
17006,1,Internet,RoundTrip,2,44,4,Mon,KNOTPE,Indonesia,1,0,0,4.67,Fail
17007,1,Internet,RoundTrip,17,23,4,Wed,KNOXIY,Indonesia,1,1,0,5.0,Fail
17008,2,Internet,RoundTrip,2,24,1,Wed,KNOXIY,China,0,0,1,5.0,Success
17009,1,Mobile,RoundTrip,31,23,7,Wed,KNOXIY,Indonesia,1,1,0,5.0,Fail
17010,1,Internet,RoundTrip,65,18,7,Mon,KOSMEL,Australia,0,0,1,8.83,Fail
17011,1,Mobile,RoundTrip,171,27,6,Mon,KOSOOL,Australia,0,0,0,8.83,Fail
17012,1,Internet,RoundTrip,16,41,3,Tue,KOSOOL,Australia,0,0,1,8.83,Fail
17013,1,Internet,RoundTrip,89,20,2,Thu,KOSOOL,Australia,0,0,0,8.83,Fail
17014,1,Internet,RoundTrip,70,29,11,Wed,KOSPEK,Cambodia,1,0,0,6.42,Fail
17015,1,Internet,RoundTrip,168,29,7,Sat,KOSSYD,Kazakhstan,1,0,0,8.58,Success
17016,1,Internet,RoundTrip,22,19,23,Thu,KTMMEL,Australia,1,1,0,8.83,Fail
17017,1,Internet,RoundTrip,32,54,17,Fri,KTMMEL,Nepal,1,0,1,8.83,Fail
17018,1,Mobile,RoundTrip,57,27,0,Sun,KTMMEL,Australia,0,1,0,8.83,Fail
17019,1,Mobile,RoundTrip,52,22,7,Thu,KTMMEL,Australia,1,0,0,8.83,Fail
17020,1,Internet,RoundTrip,88,17,8,Thu,KTMMEL,Australia,1,1,1,8.83,Fail
17021,1,Internet,OneWay,42,24,6,Sat,KTMMEL,Australia,1,1,1,8.83,Fail
17022,2,Internet,RoundTrip,89,22,11,Mon,KTMMEL,Australia,0,0,0,8.83,Fail
17023,1,Internet,CircleTrip,47,17,2,Mon,KTMMEL,Australia,1,0,1,8.83,Fail
17024,2,Internet,RoundTrip,367,20,9,Mon,KTMMEL,Australia,1,1,1,8.83,Fail
17025,3,Internet,RoundTrip,7,30,5,Sun,KTMMEL,Australia,1,0,1,8.83,Fail
17026,1,Internet,RoundTrip,11,32,6,Mon,KTMMEL,Australia,1,1,1,8.83,Fail
17027,2,Internet,OneWay,89,23,10,Fri,KTMMEL,Australia,1,0,1,8.83,Fail
17028,1,Internet,RoundTrip,9,26,3,Fri,KTMMEL,Australia,1,0,0,8.83,Fail
17029,1,Internet,RoundTrip,73,27,13,Wed,KTMMEL,Australia,1,0,0,8.83,Fail
17030,1,Internet,RoundTrip,61,22,5,Sat,KTMMEL,Australia,1,0,1,8.83,Fail
17031,1,Internet,RoundTrip,73,27,12,Wed,KTMMEL,Australia,1,0,0,8.83,Fail
17032,1,Internet,RoundTrip,56,22,15,Fri,KTMMEL,Nepal,1,1,1,8.83,Fail
17033,1,Internet,RoundTrip,21,63,1,Thu,KTMMEL,Australia,1,0,1,8.83,Fail
17034,1,Internet,RoundTrip,57,29,7,Sun,KTMMEL,Australia,1,0,1,8.83,Success
17035,1,Internet,OneWay,207,44,4,Wed,KTMMEL,Australia,1,0,0,8.83,Fail
17036,2,Internet,CircleTrip,143,25,4,Sun,KTMMEL,Australia,1,1,1,8.83,Fail
17037,2,Internet,RoundTrip,16,35,2,Wed,KTMMEL,Australia,1,1,1,8.83,Fail
17038,2,Internet,RoundTrip,65,29,14,Thu,KTMMEL,Australia,1,1,1,8.83,Fail
17039,1,Internet,RoundTrip,77,24,8,Fri,KTMMEL,Australia,1,0,1,8.83,Fail
17040,2,Internet,RoundTrip,26,29,12,Tue,KTMMEL,Australia,1,1,1,8.83,Fail
17041,1,Internet,RoundTrip,92,20,14,Thu,KTMMEL,Australia,1,0,0,8.83,Fail
17042,1,Internet,RoundTrip,32,24,3,Mon,KTMMEL,Australia,1,1,0,8.83,Fail
17043,1,Internet,RoundTrip,33,25,11,Fri,KTMMEL,Australia,1,1,1,8.83,Fail
17044,2,Internet,RoundTrip,76,21,5,Mon,KTMMEL,Australia,1,0,1,8.83,Fail
17045,2,Internet,RoundTrip,34,37,1,Mon,KTMMEL,Australia,1,0,1,8.83,Fail
17046,1,Internet,RoundTrip,87,19,1,Mon,KTMMEL,Australia,0,0,1,8.83,Fail
17047,2,Internet,RoundTrip,82,25,6,Tue,KTMMEL,Australia,1,0,1,8.83,Fail
17048,1,Internet,RoundTrip,37,23,2,Mon,KTMMEL,Australia,1,0,0,8.83,Fail
17049,1,Internet,RoundTrip,10,22,7,Wed,KTMMEL,Australia,1,0,0,8.83,Fail
17050,1,Internet,RoundTrip,58,22,7,Sun,KTMMEL,Australia,0,0,0,8.83,Fail
17051,1,Internet,RoundTrip,32,54,16,Fri,KTMMEL,Nepal,1,0,1,8.83,Fail
17052,3,Internet,RoundTrip,83,21,4,Sat,KTMMEL,Australia,1,0,0,8.83,Fail
17053,2,Internet,RoundTrip,12,24,3,Mon,KTMMEL,Australia,1,1,1,8.83,Fail
17054,1,Internet,RoundTrip,58,28,8,Fri,KTMMEL,Australia,1,0,0,8.83,Fail
17055,1,Internet,RoundTrip,28,63,9,Thu,KTMMEL,Australia,1,0,1,8.83,Fail
17056,1,Internet,RoundTrip,37,30,5,Wed,KTMMEL,Australia,1,0,0,8.83,Fail
17057,1,Internet,RoundTrip,65,22,2,Sun,KTMMEL,Australia,1,0,0,8.83,Fail
17058,1,Internet,RoundTrip,78,17,2,Sun,KTMMEL,Australia,1,0,1,8.83,Fail
17059,1,Internet,CircleTrip,125,26,12,Sun,KTMMEL,Australia,1,1,1,8.83,Fail
17060,1,Internet,RoundTrip,55,30,6,Tue,KTMMEL,Australia,1,1,1,8.83,Fail
17061,1,Internet,RoundTrip,128,85,11,Mon,KTMMEL,Australia,1,0,0,8.83,Fail
17062,1,Internet,RoundTrip,62,26,4,Wed,KTMMEL,Australia,1,1,1,8.83,Fail
17063,1,Internet,RoundTrip,60,22,4,Mon,KTMMEL,Nepal,1,1,1,8.83,Fail
17064,1,Internet,RoundTrip,161,22,1,Thu,KTMMEL,Australia,1,0,1,8.83,Fail
17065,1,Internet,RoundTrip,3,41,6,Wed,KTMMEL,Australia,1,0,1,8.83,Fail
17066,1,Internet,RoundTrip,73,17,8,Mon,KTMMEL,Australia,1,0,1,8.83,Fail
17067,1,Internet,CircleTrip,13,18,9,Thu,KTMMEL,Australia,0,0,0,8.83,Fail
17068,1,Internet,RoundTrip,122,28,5,Thu,KTMMEL,Australia,1,0,0,8.83,Fail
17069,1,Internet,RoundTrip,42,28,11,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17070,1,Internet,RoundTrip,56,29,1,Mon,KTMMFM,Macau,1,0,0,4.75,Success
17071,1,Internet,RoundTrip,6,40,6,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17072,1,Internet,RoundTrip,52,18,1,Fri,KTMMFM,Macau,0,0,0,4.75,Fail
17073,1,Internet,RoundTrip,59,17,2,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17074,1,Internet,RoundTrip,67,19,10,Mon,KTMMFM,China,1,0,0,4.75,Fail
17075,1,Internet,RoundTrip,3,17,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17076,1,Internet,RoundTrip,28,23,4,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17077,1,Internet,RoundTrip,40,19,11,Sun,KTMMFM,Macau,1,0,1,4.75,Fail
17078,1,Internet,RoundTrip,30,29,2,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17079,1,Internet,RoundTrip,13,26,9,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17080,1,Internet,RoundTrip,49,26,11,Fri,KTMMFM,Macau,1,0,1,4.75,Fail
17081,1,Internet,RoundTrip,22,17,7,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17082,1,Internet,RoundTrip,7,25,12,Sat,KTMMFM,Macau,1,0,0,4.75,Success
17083,1,Internet,RoundTrip,81,29,12,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17084,1,Internet,RoundTrip,76,23,8,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17085,1,Internet,RoundTrip,28,29,3,Sat,KTMMFM,Macau,1,0,1,4.75,Fail
17086,1,Internet,RoundTrip,47,17,9,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17087,1,Mobile,RoundTrip,1,25,7,Tue,KTMMFM,Macau,0,0,0,4.75,Fail
17088,1,Internet,RoundTrip,73,25,10,Sun,KTMMFM,Macau,1,0,1,4.75,Fail
17089,1,Internet,RoundTrip,51,19,9,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17090,1,Internet,RoundTrip,60,18,1,Fri,KTMMFM,Macau,1,0,0,4.75,Fail
17091,1,Internet,RoundTrip,11,30,8,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17092,1,Internet,RoundTrip,2,40,7,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17093,1,Internet,RoundTrip,62,25,6,Tue,KTMMFM,Macau,1,0,0,4.75,Success
17094,1,Internet,RoundTrip,129,28,11,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17095,1,Internet,RoundTrip,9,17,1,Tue,KTMMFM,Macau,1,1,1,4.75,Success
17096,1,Internet,RoundTrip,36,19,9,Wed,KTMMFM,Macau,1,0,0,4.75,Success
17097,1,Internet,RoundTrip,30,189,14,Mon,KTMMFM,Macau,0,0,0,4.75,Fail
17098,1,Mobile,RoundTrip,84,25,23,Fri,KTMMFM,Thailand,1,0,0,4.75,Fail
17099,1,Mobile,RoundTrip,0,27,1,Wed,KTMMFM,Macau,0,0,0,4.75,Fail
17100,1,Internet,RoundTrip,8,30,2,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17101,1,Internet,RoundTrip,86,25,9,Sat,KTMMFM,Macau,1,0,1,4.75,Fail
17102,1,Internet,RoundTrip,103,33,10,Fri,KTMMFM,Macau,1,0,1,4.75,Success
17103,1,Internet,RoundTrip,33,19,11,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17104,1,Internet,RoundTrip,108,29,4,Sun,KTMMFM,China,1,0,0,4.75,Fail
17105,1,Internet,RoundTrip,95,46,11,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17106,1,Internet,RoundTrip,18,17,2,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17107,1,Internet,RoundTrip,48,42,4,Sat,KTMMFM,Macau,1,0,1,4.75,Fail
17108,1,Internet,RoundTrip,23,20,9,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17109,1,Internet,RoundTrip,48,24,9,Sat,KTMMFM,Macau,1,1,1,4.75,Success
17110,1,Mobile,RoundTrip,13,23,9,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17111,1,Internet,RoundTrip,5,35,5,Sun,KTMMFM,Macau,0,0,0,4.75,Success
17112,1,Internet,RoundTrip,11,27,6,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17113,1,Internet,RoundTrip,13,17,2,Sat,KTMMFM,China,1,0,0,4.75,Fail
17114,1,Internet,RoundTrip,24,25,2,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17115,1,Mobile,RoundTrip,41,30,2,Sat,KTMMFM,Macau,1,0,1,4.75,Success
17116,1,Internet,RoundTrip,38,29,11,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17117,1,Internet,RoundTrip,125,24,9,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17118,1,Internet,RoundTrip,30,41,13,Sat,KTMMFM,Macau,1,0,1,4.75,Success
17119,1,Internet,RoundTrip,12,34,9,Mon,KTMMFM,Nepal,1,0,0,4.75,Fail
17120,1,Internet,RoundTrip,5,44,9,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17121,1,Internet,RoundTrip,88,23,6,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17122,1,Internet,RoundTrip,84,37,8,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17123,1,Internet,RoundTrip,6,35,6,Mon,KTMMFM,Macau,0,0,0,4.75,Fail
17124,1,Internet,RoundTrip,6,19,5,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17125,1,Internet,RoundTrip,43,26,7,Sun,KTMMFM,Macau,1,0,0,4.75,Fail
17126,1,Mobile,RoundTrip,1,27,2,Fri,KTMMFM,Macau,1,0,1,4.75,Success
17127,1,Mobile,RoundTrip,8,28,14,Sat,KTMMFM,Macau,1,0,0,4.75,Success
17128,1,Internet,RoundTrip,71,19,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17129,1,Internet,RoundTrip,18,23,12,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17130,1,Internet,RoundTrip,64,30,7,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17131,1,Internet,RoundTrip,2,27,2,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17132,1,Internet,RoundTrip,3,18,6,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17133,1,Internet,RoundTrip,40,31,9,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17134,1,Internet,RoundTrip,23,22,16,Fri,KTMMFM,Macau,0,0,0,4.75,Fail
17135,1,Internet,RoundTrip,30,20,9,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17136,1,Mobile,RoundTrip,40,34,17,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17137,1,Internet,RoundTrip,23,19,10,Thu,KTMMFM,Macau,1,0,1,4.75,Fail
17138,2,Internet,RoundTrip,77,22,10,Fri,KTMMFM,Macau,1,0,1,4.75,Success
17139,1,Internet,RoundTrip,10,40,5,Thu,KTMMFM,Macau,0,0,0,4.75,Fail
17140,1,Internet,RoundTrip,17,19,3,Sun,KTMMFM,Macau,1,0,0,4.75,Fail
17141,1,Mobile,RoundTrip,40,31,15,Wed,KTMMFM,Macau,0,0,1,4.75,Fail
17142,1,Internet,RoundTrip,22,20,8,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17143,1,Internet,RoundTrip,2,27,11,Fri,KTMMFM,Macau,1,0,0,4.75,Success
17144,1,Internet,RoundTrip,4,18,4,Sat,KTMMFM,China,0,0,0,4.75,Fail
17145,2,Internet,RoundTrip,65,31,4,Wed,KTMMFM,Macau,1,0,1,4.75,Success
17146,1,Internet,RoundTrip,79,29,13,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17147,1,Internet,RoundTrip,1,20,11,Fri,KTMMFM,Macau,0,0,0,4.75,Fail
17148,1,Internet,RoundTrip,3,20,5,Thu,KTMMFM,Macau,0,0,0,4.75,Fail
17149,1,Internet,RoundTrip,88,38,20,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17150,1,Internet,RoundTrip,32,23,7,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17151,1,Internet,RoundTrip,8,26,9,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17152,1,Internet,RoundTrip,6,38,1,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17153,2,Internet,RoundTrip,5,28,16,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17154,1,Internet,RoundTrip,20,20,10,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17155,1,Internet,RoundTrip,29,17,4,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17156,1,Internet,RoundTrip,106,19,8,Sat,KTMMFM,China,0,0,0,4.75,Fail
17157,2,Internet,RoundTrip,32,19,1,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17158,1,Internet,RoundTrip,2,17,9,Sun,KTMMFM,Nepal,1,0,1,4.75,Fail
17159,1,Internet,RoundTrip,37,28,8,Mon,KTMMFM,Macau,0,0,0,4.75,Fail
17160,1,Internet,RoundTrip,22,34,10,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
17161,2,Internet,RoundTrip,57,26,4,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17162,1,Internet,RoundTrip,16,20,9,Mon,KTMMFM,Macau,1,0,1,4.75,Fail
17163,1,Internet,RoundTrip,1,24,3,Sun,KTMMFM,China,0,0,0,4.75,Fail
17164,1,Mobile,RoundTrip,43,17,0,Fri,KTMMFM,Macau,0,0,0,4.75,Success
17165,1,Internet,RoundTrip,80,29,0,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
17166,1,Mobile,RoundTrip,90,19,16,Thu,KTMMFM,Macau,0,0,0,4.75,Fail
17167,1,Internet,RoundTrip,53,23,2,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17168,1,Internet,RoundTrip,3,21,7,Tue,KTMMFM,Macau,0,0,1,4.75,Fail
17169,1,Internet,RoundTrip,7,45,4,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17170,1,Internet,RoundTrip,81,27,13,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17171,1,Internet,RoundTrip,8,20,5,Mon,KTMMFM,Macau,1,0,0,4.75,Fail
17172,1,Internet,RoundTrip,1,28,2,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17173,1,Internet,RoundTrip,9,26,1,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17174,1,Mobile,RoundTrip,6,45,16,Wed,KTMMFM,Macau,1,0,0,4.75,Fail
17175,1,Internet,RoundTrip,21,20,10,Mon,KTMMFM,Macau,1,0,0,4.75,Success
17176,1,Internet,RoundTrip,1,21,4,Sun,KTMMFM,Macau,1,0,0,4.75,Fail
17177,1,Internet,RoundTrip,12,42,4,Tue,KTMMFM,China,1,0,0,4.75,Fail
17178,1,Internet,RoundTrip,48,20,11,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17179,1,Internet,RoundTrip,9,21,2,Wed,KTMMFM,Macau,1,0,1,4.75,Fail
17180,1,Internet,RoundTrip,76,20,1,Sat,KTMMFM,Macau,1,0,0,4.75,Fail
17181,1,Internet,RoundTrip,19,24,8,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17182,1,Internet,RoundTrip,57,30,7,Thu,KTMMFM,Macau,1,0,0,4.75,Success
17183,1,Internet,RoundTrip,11,28,2,Mon,KTMMFM,Macau,1,0,1,4.75,Success
17184,1,Internet,RoundTrip,38,21,5,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17185,1,Internet,RoundTrip,4,17,9,Thu,KTMMFM,Macau,1,0,0,4.75,Fail
17186,1,Internet,RoundTrip,15,19,11,Tue,KTMMFM,Macau,1,0,0,4.75,Fail
17187,1,Internet,RoundTrip,16,28,3,Sun,KTMMFM,Macau,1,0,1,4.75,Fail
17188,2,Mobile,RoundTrip,26,27,14,Fri,KTMMFM,Macau,0,0,1,4.75,Fail
17189,1,Internet,RoundTrip,14,26,12,Sat,KTMMFM,Macau,0,0,0,4.75,Success
17190,1,Internet,RoundTrip,32,20,19,Wed,KTMMFM,Macau,1,1,1,4.75,Fail
17191,1,Internet,RoundTrip,58,26,23,Wed,KTMMFM,Macau,1,0,0,4.75,Success
17192,1,Internet,RoundTrip,6,24,6,Tue,KTMMFM,Macau,1,0,1,4.75,Fail
